Iteration, Rt, delta p, delta n, nNT, nNe, nPT, nT, nI, nonmut, mut , GF , NF 
77,37.71297847531256,1.2370480641157835,4.723274426623898,1156,3095,322,4573,0,225,97,0.07041329542969604,0.6767986004810846
78,37.69722329610155,1.2367035094996943,4.721958854453379,1158,3095,320,4573,0,215,105,0.06997594576864202,0.6767986004810846
79,37.71193245494732,1.2370251898781068,4.723187088625504,1167,3095,311,4573,0,204,107,0.06800787229389897,0.6767986004810846
80,37.68816592839628,1.2365054095505998,4.721202472829564,1167,3095,311,4573,0,193,118,0.06800787229389897,0.6767986004810846
81,37.71364674806979,1.2370626777070475,4.723330223972364,1173,3095,305,4573,0,183,122,0.06669582331073694,0.6767986004810846
82,37.686455950540534,1.2364680076623054,4.721059665619711,1170,3095,308,4573,0,195,113,0.06735184780231795,0.6767986004810846
83,37.7186383706237,1.2371718303045456,4.723746988435537,1181,3095,297,4573,0,184,113,0.06494642466652088,0.6767986004810846
84,37.67834271575004,1.2362905413377414,4.720382066925919,1179,3095,299,4573,0,171,128,0.06538377432757489,0.6767986004810846
85,37.715390176211066,1.2371008020723506,4.723475789730792,1194,3095,284,4573,0,170,114,0.062103651869669804,0.6767986004810846
86,37.67475303671856,1.2362120177725022,4.720082249676824,1194,3095,284,4573,0,157,127,0.062103651869669804,0.6767986004810846
87,37.722050947723645,1.237246450894942,4.724031903417053,1197,3095,281,4573,0,135,146,0.06144762737808878,0.6767986004810846
88,37.670111032564414,1.2361104710918838,4.719694525987194,1201,3095,277,4573,0,144,133,0.06057292805598076,0.6767986004810846
89,37.72666151870479,1.2373472636599354,4.724416824883388,1206,3095,272,4573,0,134,138,0.05947955390334572,0.6767986004810846
90,37.67548802492988,1.2362280957067908,4.720143638153199,1205,3103,265,4573,0,110,155,0.05794883008965668,0.6785479991253007
91,37.73081188162264,1.2374380102007627,4.724763311675641,1204,3103,266,4573,0,114,152,0.05816750492018369,0.6785479991253007
92,37.6715680110696,1.236142343837104,4.719816221923489,1210,3103,260,4573,0,116,144,0.05685545593702165,0.6785479991253007
93,37.74490202135315,1.2377460624016037,4.725939510987943,1217,3103,253,4573,0,95,158,0.0553247321233326,0.6785479991253007
94,37.677081662760536,1.2362629563208618,4.720276742316017,1204,3119,250,4573,0,90,160,0.054668707631751585,0.6820467964137328
95,37.74484644780936,1.2377448474745862,4.725934872175695,1210,3119,244,4573,0,78,166,0.053356658648589544,0.6820467964137328
96,37.671357608158665,1.2361377411052419,4.7197986478563765,1212,3119,242,4573,0,77,165,0.05291930898753554,0.6820467964137328
97,37.74180390678816,1.2376783317261326,4.725680902954327,1214,3119,240,4573,0,68,172,0.052481959326481524,0.6820467964137328
98,37.68158178510383,1.2363613932408763,4.720652592374254,1218,3119,236,4573,0,61,175,0.0516072600043735,0.6820467964137328
99,37.73790782624506,1.2375931533662325,4.725355676489253,1224,3119,230,4573,0,59,171,0.050295211021211456,0.6820467964137328
100,37.66892439398322,1.2360845119775883,4.719595409368975,1225,3119,229,4573,0,54,175,0.05007653619068445,0.6820467964137328
101,37.74269265939597,1.2376977617376674,4.725755090271094,1230,3119,224,4573,0,52,172,0.04898316203804942,0.6820467964137328
0,2.325140769936443,0.19305994851394426,0.7371379852350599,0,0,25,25,0,6,19,1,0
1,2.6496558666164107,0.21062940448719256,0.8042213625874626,11,0,19,30,0,5,14,0.6333333333333333,0
2,3.3529132715314254,0.24641902321142697,0.9408726340799938,11,9,19,39,0,7,12,0.48717948717948717,0.23076923076923078
3,3.9527394474205,0.2749950081926613,1.0499809403719793,14,12,22,48,0,10,12,0.4583333333333333,0.25
4,4.4823142100388,0.2990388060197549,1.1417845320754276,11,21,29,61,0,18,11,0.47540983606557374,0.3442622950819672
5,4.930702156762569,0.3186631646101094,1.2167139012385995,13,26,35,74,0,21,14,0.47297297297297297,0.35135135135135137
6,5.472180018159923,0.3415856379921941,1.3042360723338322,15,31,48,94,0,33,15,0.5106382978723404,0.32978723404255317
7,5.922061949298692,0.3600598110510221,1.3747738240129934,26,37,49,112,0,33,16,0.4375,0.33035714285714285
8,6.412335789407683,0.37966758768833686,1.4496398802645591,25,47,60,132,0,47,13,0.45454545454545453,0.3560606060606061
9,6.989621304774023,0.4021256563796953,1.535388869813382,29,57,67,153,0,56,11,0.43790849673202614,0.37254901960784315
10,7.631291460945333,0.42637465307024125,1.6279759480863756,40,68,71,179,0,62,9,0.39664804469273746,0.37988826815642457
11,8.398141604406362,0.4544800394238003,1.7352874232545101,45,83,81,209,0,74,7,0.3875598086124402,0.39712918660287083
12,8.93485369714011,0.47364284621895153,1.8084545037450872,41,106,97,244,0,94,3,0.3975409836065574,0.4344262295081967
13,9.512822760693178,0.49385443164359044,1.885626011730073,47,121,112,280,0,111,1,0.4,0.43214285714285716
14,10.521984498618538,0.5281911541207539,2.0167298611883333,61,139,123,323,0,121,2,0.38080495356037153,0.43034055727554177
15,10.998321734878347,0.5440142783764571,2.0771454265282894,68,167,134,369,0,132,2,0.36314363143631434,0.45257452574525747
16,11.712616038728967,0.5673206905498456,2.1661335457357733,82,187,152,421,0,152,0,0.36104513064133015,0.44418052256532065
17,12.488529220077998,0.5921070262897418,2.2607722821971965,96,213,172,481,0,172,0,0.3575883575883576,0.44282744282744285
18,13.19705990822185,0.6142957027783063,2.3454926833353507,103,253,182,538,0,182,0,0.3382899628252788,0.47026022304832715
19,13.917012449520524,0.6364388695229075,2.430039319996556,113,292,197,602,0,197,0,0.3272425249169435,0.4850498338870432
20,14.572514050443958,0.6562696803323199,2.5057569612688573,126,328,214,668,0,214,0,0.3203592814371258,0.49101796407185627
21,15.373498811184966,0.6801026977557422,2.5967557550673788,133,370,240,743,0,240,0,0.32301480484522205,0.4979811574697174
22,15.972268771378845,0.6976491855639931,2.6637514357897913,150,411,264,825,0,264,0,0.32,0.49818181818181817
23,16.872983358350275,0.723636732476576,2.762976614910562,194,442,266,902,0,266,0,0.29490022172949004,0.49002217294900224
24,17.650495655662315,0.7456996780181379,2.847216952432889,195,514,274,983,0,274,0,0.2787385554425229,0.5228891149542217
25,18.242625643265704,0.7622853661271735,2.910544125212846,201,567,302,1070,0,302,0,0.2822429906542056,0.5299065420560748
26,18.80556105118397,0.777887659264082,2.9701165171901325,220,617,324,1161,0,324,0,0.27906976744186046,0.5314384151593454
27,19.72070922514853,0.8029238744229586,3.065709338705844,235,661,358,1254,0,358,0,0.28548644338118023,0.5271132376395534
28,20.49542395453127,0.823816759108508,3.1454821711415755,250,736,370,1356,0,370,0,0.2728613569321534,0.5427728613569321
29,21.276059409272296,0.8446046757911864,3.224854216657258,270,800,398,1468,0,398,0,0.27111716621253407,0.5449591280653951
30,22.083042700303395,0.865828665119701,3.3058912668206757,292,879,414,1585,0,414,0,0.261198738170347,0.5545741324921135
31,22.715384392417253,0.882279277262803,3.3687026950034302,333,945,429,1707,0,429,0,0.2513181019332162,0.5536028119507909
32,23.668712179992898,0.9067949736320761,3.4623080811406526,328,1025,481,1834,0,481,0,0.26226826608506,0.5588876772082879
33,24.5745075622461,0.9297850690676062,3.550088445530857,366,1120,473,1959,0,473,0,0.2414497192445125,0.5717202654415519
34,25.414611388163387,0.9508565461331704,3.6305431761448315,394,1215,485,2094,0,485,0,0.23161413562559693,0.5802292263610315
35,26.221014246359765,0.97086536788757,3.706940495570722,424,1310,491,2225,0,491,0,0.22067415730337078,0.5887640449438202
36,27.12432574679251,0.9930367462552572,3.7915948493382543,435,1415,518,2368,0,518,0,0.21875,0.5975506756756757
37,27.94970161828317,1.013080919177323,3.8681271459497792,472,1518,524,2514,0,524,0,0.20843277645186953,0.60381861575179
38,28.69103290047514,1.030916460847249,3.936226486871314,503,1619,540,2662,0,540,0,0.20285499624342598,0.6081893313298272
39,29.493112821456954,1.050041410276069,4.009249021054078,521,1719,576,2816,0,576,0,0.20454545454545456,0.6104403409090909
40,30.275691761720417,1.0685349583303945,4.079860749988778,537,1836,610,2983,0,610,0,0.20449212202480724,0.6154877639959772
41,31.417003576396446,1.095222925876756,4.181760262438522,588,1943,621,3152,0,621,0,0.19701776649746192,0.6164340101522843
42,32.21197662084039,1.113621487090379,4.252009314345084,602,2097,630,3329,0,630,0,0.1892460198257735,0.6299188945629318
43,33.09049789599239,1.1337785066773616,4.328972480040832,653,2200,663,3516,0,663,0,0.1885665529010239,0.6257110352673493
44,33.902474741291975,1.1522506254627447,4.39950238813048,672,2345,671,3688,0,671,0,0.18194143167028198,0.6358459869848156
45,34.70154985231898,1.1702857935842854,4.468363939139998,684,2489,696,3869,0,696,0,0.17989144481778238,0.6433186869992246
46,35.48727604919889,1.1878851733814113,4.535561571092659,752,2590,689,4031,0,689,0,0.1709253287025552,0.6425204663855123
47,36.0292103807437,1.199948244267429,4.581620569021088,765,2740,669,4174,0,669,0,0.16027791087685672,0.6564446574029708
48,36.45424888031268,1.2093670208794634,4.617583170630677,796,2831,663,4290,0,663,0,0.15454545454545454,0.65990675990676
49,36.71808228903777,1.215195107542315,4.639835865161566,831,2915,621,4367,0,621,0,0.14220288527593314,0.6675062972292192
50,37.01443365074748,1.2217248971297328,4.664767789040801,900,2939,588,4427,0,588,0,0.13282132369550487,0.6638807318726
51,37.177398918500465,1.22530823644807,4.67844963007445,903,3006,572,4481,0,572,0,0.12765007810756526,0.6708324034813657
52,37.33600603113819,1.2287907228267068,4.6917463962474235,926,3037,561,4524,0,561,0,0.1240053050397878,0.6713085764809903
53,37.51073110985557,1.2326214029416602,4.70637262941361,942,3085,530,4557,0,530,0,0.1163045863506693,0.6769804696071977
54,37.65665825774858,1.2358161598500146,4.718570792154603,1007,3085,484,4576,0,484,0,0.10576923076923077,0.6741695804195804
55,37.706271949761636,1.2369014030158318,4.7227144478786265,1022,3109,454,4585,0,454,0,0.0990185387131952,0.6780806979280262
56,37.72105838775674,1.237224747467707,4.723949035785791,1023,3109,456,4588,0,456,0,0.0993897122929381,0.677637314734089
57,37.72105838775674,1.2372247474677067,4.72394903578579,1024,3109,455,4588,0,455,0,0.09917175239755885,0.677637314734089
58,37.72105838775673,1.2372247474677067,4.723949035785789,1024,3109,455,4588,0,455,0,0.09917175239755885,0.677637314734089
0,2.325140769936443,0.19305994851394426,0.73713798523506,0,0,25,25,0,6,19,1,0
1,2.7571414268767738,0.21628781217814091,0.8258261919529017,12,0,20,32,0,4,16,0.625,0
2,3.2171220785376184,0.239720060854541,0.9152947778082476,9,9,21,39,0,7,14,0.5384615384615384,0.23076923076923078
3,3.7126871125224894,0.263745415192965,1.0070279489185938,13,12,23,48,0,8,15,0.4791666666666667,0.25
4,4.167146031700349,0.28485149193992204,1.0876147874069748,12,21,24,57,0,10,14,0.42105263157894735,0.3684210526315789
5,4.427830704191383,0.2966106155492967,1.1325132593700418,15,21,32,68,0,16,16,0.47058823529411764,0.3088235294117647
6,4.968984510155229,0.3203104545672506,1.2230035538022295,19,25,43,87,0,24,19,0.4942528735632184,0.28735632183908044
7,5.723716621036123,0.3519746894356786,1.3439033596635002,22,35,51,108,0,30,21,0.4722222222222222,0.32407407407407407
0,2.3251407699364424,0.19305994851394426,0.7371379852350599,0,0,25,25,0,1,24,1,0
1,2.6611215472453447,0.21123659556588106,0.806539728524273,12,0,18,30,0,2,16,0.6,0
2,3.3449060800643005,0.24602654651609604,0.9393740866978213,11,9,15,35,0,4,11,0.42857142857142855,0.2571428571428571
3,3.7997336282723944,0.2678519341787058,1.0227073850459671,11,13,19,43,0,8,11,0.4418604651162791,0.3023255813953488
4,4.239164657878853,0.28812407094146947,1.100110089049247,7,21,22,50,0,12,10,0.44,0.42
5,4.694679035195652,0.30841106833899423,1.1775695336579781,9,25,25,59,0,15,10,0.423728813559322,0.423728813559322
6,5.5148439817530095,0.3433587918397039,1.3110062961152331,13,30,25,68,0,15,10,0.36764705882352944,0.4411764705882353
7,5.854857762658298,0.3573306349259118,1.3643533333534816,14,37,31,82,0,18,13,0.3780487804878049,0.45121951219512196
8,6.330604323132864,0.3764345396496946,1.4372955150261066,14,41,44,99,0,26,18,0.4444444444444444,0.41414141414141414
9,6.957458755132116,0.40089112831483814,1.5306752172021094,19,49,48,116,0,30,18,0.41379310344827586,0.4224137931034483
10,7.7659759240759225,0.4313767277165707,1.6470747785541786,28,57,46,131,0,32,14,0.3511450381679389,0.4351145038167939
11,8.352492009161162,0.45283160560817914,1.7289934032312295,30,69,53,152,0,39,14,0.34868421052631576,0.45394736842105265
12,9.030617210853386,0.4770211565626101,1.8213535068754203,32,79,61,172,0,48,13,0.3546511627906977,0.45930232558139533
13,9.794095082365311,0.5035418398726613,1.922614297695615,35,93,70,198,0,55,15,0.35353535353535354,0.4696969696969697
14,10.344391966405652,0.5222310189606838,1.9939729814862472,40,110,78,228,0,61,17,0.34210526315789475,0.4824561403508772
15,10.98634771178941,0.5436193561785286,2.075637541772564,47,120,90,257,0,71,19,0.35019455252918286,0.4669260700389105
16,11.902066657124626,0.5734218936783977,2.1894290485902452,60,138,85,283,0,68,17,0.3003533568904594,0.4876325088339223
17,12.55795728181796,0.5942994834128829,2.269143482121916,60,165,82,307,0,75,7,0.2671009771986971,0.5374592833876222
18,12.989890241620591,0.6078498858785601,2.3208813824454118,58,184,86,328,0,79,7,0.2621951219512195,0.5609756097560976
19,13.679482758882344,0.6291764655785841,2.402310141300048,61,199,99,359,0,93,6,0.2757660167130919,0.5543175487465181
20,14.375362082071733,0.6503371249786359,2.4831053862820642,68,218,105,391,0,95,10,0.26854219948849106,0.5575447570332481
21,15.126761456358372,0.672806208968389,2.5688964342429395,65,245,119,429,0,112,7,0.2773892773892774,0.5710955710955711
22,15.790933286715987,0.6923588017846574,2.643551788632328,79,264,127,470,0,120,7,0.2702127659574468,0.5617021276595745
23,16.43121560185132,0.7109501464367008,2.714536922758311,85,288,144,517,0,139,5,0.27852998065764023,0.5570599613152805
0,2.3251407699364424,0.1930599485139443,0.7371379852350601,0,0,25,25,0,8,17,1,0
1,2.8196143178235697,0.21954277868666164,0.8382542458945259,13,0,20,33,0,8,12,0.6060606060606061,0
2,3.340931446734858,0.24583161148133092,0.9386297892923544,10,9,22,41,0,12,10,0.5365853658536586,0.21951219512195122
3,3.8797855622400976,0.2716008763289172,1.0370215278013204,11,13,29,53,0,18,11,0.5471698113207547,0.24528301886792453
4,4.256561593403405,0.28891181319916676,1.1031178322150004,13,21,31,65,0,18,13,0.47692307692307695,0.3230769230769231
5,4.781646185925538,0.3122082035045813,1.1920676861084007,17,24,37,78,0,26,11,0.47435897435897434,0.3076923076923077
6,5.32378833757091,0.3353820941581174,1.2805498140582663,16,34,45,95,0,36,9,0.47368421052631576,0.35789473684210527
7,5.852669936742249,0.35724161187847886,1.3640134271723738,16,41,62,119,0,50,12,0.5210084033613446,0.3445378151260504
8,6.585884664365675,0.38648748229352026,1.4756794778479867,29,50,66,145,0,55,11,0.45517241379310347,0.3448275862068966
9,7.4040148437383975,0.4178664841047205,1.5954902120362058,40,61,74,175,0,71,3,0.4228571428571429,0.3485714285714286
10,8.079010776745001,0.4428923138951261,1.6910433803268452,29,88,91,208,0,89,2,0.4375,0.4230769230769231
11,8.707354529687498,0.4655684088260092,1.7776248336993086,48,99,98,245,0,96,2,0.4,0.40408163265306124
12,9.375619976886254,0.48909439100351065,1.867451311104313,52,122,111,285,0,109,2,0.3894736842105263,0.4280701754385965
13,10.067423118179704,0.5128671700397704,1.9582201037882148,67,133,128,328,0,124,4,0.3902439024390244,0.4054878048780488
14,10.702201071798967,0.5342051730869832,2.0396924790593904,80,160,136,376,0,134,2,0.3617021276595745,0.425531914893617
15,11.439760958594674,0.5584753191012571,2.132360309295708,82,191,157,430,0,157,0,0.36511627906976746,0.4441860465116279
16,12.211655685744772,0.5833229349424265,2.2272330243256286,99,220,172,491,0,172,0,0.35030549898167007,0.4480651731160896
17,12.984503871777546,0.6076818408041325,2.320239755797596,108,255,194,557,0,194,0,0.348294434470377,0.4578096947935368
18,13.788334936940222,0.6325097650581313,2.415037284767411,124,299,199,622,0,199,0,0.319935691318328,0.4807073954983923
19,14.488484477402697,0.6537444150598389,2.496115039319385,141,337,216,694,0,216,0,0.3112391930835735,0.48559077809798273
20,15.334895089208759,0.6789637032728514,2.5924068670417966,148,379,244,771,0,244,0,0.3164721141374838,0.4915693904020752
21,16.159045943264772,0.7030774393204622,2.6844774955872195,170,433,251,854,0,251,0,0.2939110070257611,0.5070257611241218
22,16.828795223569745,0.7223727737976862,2.7581505908638935,186,486,271,943,0,271,0,0.2873806998939555,0.5153764581124072
23,17.69282309394628,0.7468913709042203,2.851767052543388,200,538,297,1035,0,297,0,0.28695652173913044,0.5198067632850242
24,18.556460740224804,0.7710030863919946,2.9438299662239786,225,598,300,1123,0,300,0,0.26714158504007124,0.5325022261798753
0,2.325140769936443,0.1930599485139443,0.73713798523506,0,0,25,25,0,6,19,1,0
1,2.7937611211922198,0.2181987197082637,0.8331223843406432,12,0,21,33,0,8,13,0.6363636363636364,0
2,3.23553979294343,0.24063410629168627,0.9187847694773476,9,9,23,41,0,11,12,0.5609756097560976,0.21951219512195122
3,3.8067876442916524,0.2681833342004096,1.0239727305833821,12,13,24,49,0,16,8,0.4897959183673469,0.2653061224489796
4,4.418328898512987,0.2961861269643775,1.130892484773078,11,21,30,62,0,23,7,0.4838709677419355,0.3387096774193548
5,4.981426757354419,0.32084493271876213,1.2250442885625463,14,25,39,78,0,34,5,0.5,0.32051282051282054
6,5.7535230285599726,0.3531955764091298,1.3485649281075862,20,34,43,97,0,37,6,0.44329896907216493,0.35051546391752575
7,6.498994143328031,0.383080561711945,1.4626712356274263,27,43,50,120,0,50,0,0.4166666666666667,0.35833333333333334
8,7.299429455327527,0.41392211357130004,1.5804298881813272,32,56,58,146,0,58,0,0.3972602739726027,0.3835616438356164
9,7.856976776644586,0.4347400638364556,1.6599166073755576,30,74,72,176,0,72,0,0.4090909090909091,0.42045454545454547
10,8.430378948675324,0.4556423499048925,1.739725336000498,38,82,91,211,0,91,0,0.4312796208530806,0.3886255924170616
11,8.989374057005195,0.47556766693805974,1.8158038192180466,43,95,113,251,0,113,0,0.450199203187251,0.3784860557768924
12,9.552981849623418,0.49524335102962336,1.8909291584767434,52,108,147,307,0,147,0,0.4788273615635179,0.3517915309446254
13,10.083452428085282,0.5134114156860682,1.9602981326195321,70,124,168,362,0,168,0,0.46408839779005523,0.3425414364640884
14,10.874863355929275,0.5399355103101341,2.061571948456876,94,142,183,419,0,183,0,0.43675417661097854,0.33890214797136037
15,11.992206838403192,0.5763134547290774,2.200469554420114,96,189,194,479,0,194,0,0.40501043841336115,0.3945720250521921
16,12.764218808047836,0.6007892853783081,2.2939227259899035,119,235,188,542,0,188,0,0.34686346863468637,0.43357933579335795
17,13.616330748603161,0.6272385563576829,2.394910851547516,123,273,220,616,0,220,0,0.35714285714285715,0.4431818181818182
18,14.338790260960671,0.6492336578589875,2.478892148188861,133,318,239,690,0,239,0,0.3463768115942029,0.4608695652173913
19,15.406283023728504,0.6810692404415603,2.6004461907768652,155,369,244,768,0,244,0,0.3177083333333333,0.48046875
20,16.173033823463566,0.7034831210548221,2.6860264622093206,159,437,244,840,0,244,0,0.2904761904761905,0.5202380952380953
21,16.785884728655986,0.7211443015766005,2.753460060565201,179,483,258,920,0,258,0,0.28043478260869564,0.525
0,2.325140769936443,0.19305994851394429,0.7371379852350599,0,0,25,25,0,5,20,1,0
1,2.793761121192219,0.2181987197082637,0.8331223843406432,12,0,21,33,0,7,14,0.6363636363636364,0
2,3.306701723596635,0.24414960893610027,0.9322075977560192,10,9,22,41,0,8,14,0.5365853658536586,0.21951219512195122
3,3.790992570128743,0.26744099170181856,1.0211383319523981,12,13,29,54,0,14,15,0.5370370370370371,0.24074074074074073
4,4.218505064173082,0.2871871927007629,1.0965329175847311,11,21,37,69,0,21,16,0.5362318840579711,0.30434782608695654
5,4.641387138601943,0.30607266722652515,1.1686410930467324,15,25,44,84,0,30,14,0.5238095238095238,0.2976190476190476
6,5.309250687205931,0.3347712648004755,1.2782175565109062,21,34,47,102,0,36,11,0.46078431372549017,0.3333333333333333
7,5.862690133248255,0.35764924469504605,1.3655698433810848,20,44,60,124,0,49,11,0.4838709677419355,0.3548387096774194
8,6.643675279964255,0.3887451198776073,1.484299548623591,32,54,65,151,0,54,11,0.4304635761589404,0.3576158940397351
9,7.259238105737494,0.4124013195971046,1.5746232202798538,37,68,74,179,0,63,11,0.4134078212290503,0.37988826815642457
10,8.142402286721746,0.4452060480178368,1.6998776378862852,45,85,80,210,0,74,6,0.38095238095238093,0.40476190476190477
11,8.91014082946372,0.47276907884613706,1.8051183010488865,51,105,86,242,0,82,4,0.35537190082644626,0.43388429752066116
12,9.639701116986865,0.4982359541083433,1.9023554611409468,46,130,107,283,0,103,4,0.37809187279151946,0.45936395759717313
13,10.402101159076201,0.524171495695429,2.001382074473456,61,152,110,323,0,104,6,0.34055727554179566,0.47058823529411764
14,11.006181313681994,0.5442734217928061,2.0781348832088966,69,172,125,366,0,121,4,0.34153005464480873,0.46994535519125685
15,11.90216190102048,0.5734249528032741,2.1894407288852276,90,192,135,417,0,135,0,0.3237410071942446,0.460431654676259
16,12.460850098572068,0.5912318198233117,2.2574305847799168,93,226,154,473,0,154,0,0.32558139534883723,0.47780126849894294
17,13.292638138750773,0.6172581127451855,2.35680370320889,105,253,168,526,0,168,0,0.3193916349809886,0.48098859315589354
18,13.978717351048543,0.6383186999277589,2.437216854269625,110,295,178,583,0,178,0,0.3053173241852487,0.5060034305317325
19,14.578009435343683,0.6564346588595926,2.506386879282081,123,322,203,648,0,203,0,0.3132716049382716,0.49691358024691357
20,15.208263360849898,0.6752207316858762,2.578115520982435,136,358,220,714,0,220,0,0.3081232492997199,0.5014005602240896
21,15.873701801775786,0.6947760355138942,2.6527812265075976,169,377,240,786,0,240,0,0.3053435114503817,0.4796437659033079
22,16.919039266793906,0.7249529432514806,2.7680021469601983,183,422,259,864,0,259,0,0.29976851851851855,0.48842592592592593
23,17.662799058240935,0.7460461679213284,2.848539913881436,192,498,258,948,0,258,0,0.2721518987341772,0.5253164556962026
24,18.42589221019919,0.7673821672451384,2.9300046385723464,203,541,292,1036,0,292,0,0.28185328185328185,0.5222007722007722
25,19.121564608325304,0.7865777101414696,3.0032967114492473,223,591,318,1132,0,318,0,0.28091872791519434,0.5220848056537103
26,19.584373042706385,0.7992190010334657,3.051563458491414,227,657,341,1225,0,341,0,0.2783673469387755,0.5363265306122449
27,20.586203862984853,0.8262475752279005,3.1547634690519817,260,685,388,1333,0,388,0,0.291072768192048,0.5138784696174044
28,21.40155115765974,0.8479225519682483,3.237522471151494,288,774,368,1430,0,368,0,0.2573426573426573,0.5412587412587413
29,22.120399086777226,0.8668048324722447,3.309618451257662,300,848,401,1549,0,401,0,0.2588766946417043,0.5474499677211104
30,23.007471228749626,0.8898263801994916,3.3975189062162405,349,900,414,1663,0,414,0,0.24894768490679495,0.5411906193625977
31,23.694807019117864,0.9074613476726544,3.4648524183864997,356,997,434,1787,0,434,0,0.24286513710128707,0.5579182988248461
32,24.440070294936913,0.9263909824568405,3.5371292057442987,360,1081,471,1912,0,471,0,0.24633891213389122,0.5653765690376569
33,24.932279272738953,0.938787591013907,3.58446171114401,406,1142,495,2043,0,495,0,0.2422907488986784,0.5589818893783651
34,25.670238118781217,0.9572218790519597,3.654847174562028,399,1214,566,2179,0,566,0,0.25975217989903626,0.55713630105553
35,26.666436886661664,0.9818293532945062,3.748802985306297,443,1293,585,2321,0,585,0,0.2520465316673847,0.5570874623007325
36,27.595180459194513,1.0044959208928539,3.8353480615908944,482,1407,588,2477,0,588,0,0.23738393217601939,0.5680258377069035
37,28.442587007869435,1.0249564560798434,3.913470105032127,502,1521,616,2639,0,616,0,0.23342175066312998,0.5763546798029556
38,29.23486595881514,1.0439028656684526,3.98581094164318,528,1638,632,2798,0,632,0,0.22587562544674766,0.5854181558255898
39,30.09911836061463,1.0643763145351757,4.063982291861583,552,1754,660,2966,0,660,0,0.222521915037087,0.5913688469318948
40,30.91710553125205,1.0835739875347554,4.137282497859977,600,1844,693,3137,0,693,0,0.2209116990755499,0.5878227605992987
41,32.01214444385971,1.109011025242066,4.234405732742436,630,1982,693,3305,0,693,0,0.2096822995461422,0.599697428139183
42,32.86782753920018,1.1286865544250013,4.309530480531823,648,2144,690,3482,0,690,0,0.19816197587593337,0.6157380815623205
43,33.72461438673182,1.1482171083601123,4.384101686465883,670,2274,726,3670,0,726,0,0.19782016348773843,0.6196185286103543
44,34.54721521511556,1.166813330435492,4.455105443480969,714,2416,719,3849,0,719,0,0.18680176669264745,0.6276955053260587
45,35.29534775587152,1.1835982889379009,4.519193466853799,763,2536,718,4017,0,718,0,0.17874035349763506,0.6313169031615633
46,35.91573085104984,1.1974273056108824,4.5719951668779135,778,2671,709,4158,0,709,0,0.1705146705146705,0.6423761423761424
47,36.28946783212329,1.2057198703483816,4.6036576867847305,802,2786,682,4270,0,682,0,0.15971896955503512,0.6524590163934426
48,36.64114069818662,1.2134969119315127,4.633351845556685,822,2866,668,4356,0,668,0,0.15335169880624427,0.6579430670339761
49,36.94540527212923,1.220205491237258,4.658966421087713,897,2906,608,4411,0,608,0,0.13783722511902063,0.6588075266379506
50,37.150022019148054,1.2247066297440876,4.676152586295608,885,2991,586,4462,0,586,0,0.131331241595697,0.6703272075302555
51,37.303596738909384,1.2280795237169078,4.689030908737285,917,3024,556,4497,0,556,0,0.12363798087613966,0.6724482988659106
52,37.4089739787652,1.2303912003385498,4.697857310383553,930,3066,527,4523,0,527,0,0.1165155869997789,0.6778686712359053
53,37.48709874703588,1.2321036343829779,4.7043956949168235,953,3082,507,4542,0,507,0,0.11162483487450463,0.6785557023337737
54,37.56929394179865,1.2339040053306267,4.711269838535122,994,3083,479,4556,0,479,0,0.10513608428446006,0.6766900790166813
55,37.60392498696079,1.2346621568002105,4.714164598691716,982,3107,478,4567,0,478,0,0.10466389314648566,0.6803153054521568
56,37.64635120454871,1.235590644989574,4.717709735414739,1004,3107,463,4574,0,463,0,0.10122431132487976,0.6792741582859642
57,37.676138451556945,1.2362423237614963,4.720197963452983,1029,3107,442,4578,0,442,0,0.09654871122761031,0.6786806465705548
58,37.680605197575495,1.2363400314282795,4.7205710290897995,1029,3107,443,4579,0,443,0,0.09674601441362743,0.6785324306617165
59,37.6806051975755,1.2363400314282809,4.720571029089798,1029,3107,443,4579,0,443,0,0.09674601441362743,0.6785324306617165
60,37.680605197575524,1.2363400314282809,4.7205710290897995,1029,3107,443,4579,0,443,0,0.09674601441362743,0.6785324306617165
61,37.68060519757547,1.2363400314282806,4.7205710290897995,1029,3107,443,4579,0,443,0,0.09674601441362743,0.6785324306617165
62,37.68060519757552,1.2363400314282804,4.720571029089799,1029,3107,443,4579,0,443,0,0.09674601441362743,0.6785324306617165
63,37.68060519757545,1.2363400314282806,4.7205710290897995,1029,3107,443,4579,0,443,0,0.09674601441362743,0.6785324306617165
64,37.68060519757549,1.2363400314282804,4.720571029089798,1029,3107,443,4579,0,443,0,0.09674601441362743,0.6785324306617165
65,37.68060519757547,1.2363400314282809,4.720571029089799,1029,3107,443,4579,0,443,0,0.09674601441362743,0.6785324306617165
66,37.68060519757548,1.2363400314282804,4.720571029089797,1029,3107,443,4579,0,443,0,0.09674601441362743,0.6785324306617165
67,37.681000620730785,1.2363486809111053,4.720604054387857,1031,3107,441,4579,0,441,0,0.09630923782485258,0.6785324306617165
