Iteration, Rt, Rn, delta p, delta n, nNT, nNe, nPT, nT, nI, nonmut, mut , GF , NF 
53,32.00098617878195,26.658811172970516,1.1087533030929373,4.233421702718486,444,1540,455,2439,0,0,455,0.18655186551865519,0.6314063140631406
54,32.6907547427506,27.272087261108183,1.1246290999635205,4.294038381678894,465,1591,513,2569,0,0,513,0.19968859478396264,0.6193071233943168
55,33.41889195837724,27.920058492595498,1.1412673230867807,4.3575661426949805,491,1669,539,2699,0,0,539,0.19970359392367543,0.618377176732123
56,34.311374332742844,28.715070579061916,1.1614970054809448,4.434806748199973,523,1756,550,2829,0,0,550,0.19441498762813716,0.6207140332272888
57,35.14458436350541,29.458043767031995,1.1802254068152376,4.506315189658177,541,1867,548,2956,0,0,548,0.18538565629228687,0.631596752368065
58,35.708085503164334,29.960921635153873,1.1928075952474555,4.554356272763008,554,1972,549,3075,0,0,549,0.17853658536585365,0.6413008130081301
59,36.134184287372435,30.341390886696313,1.2022778756120163,4.59051552506406,607,2034,526,3167,0,0,526,0.1660877802336596,0.6422481844016419
60,36.32101466204769,30.50827082236796,1.2064185327637182,4.606325306916015,629,2095,513,3237,0,0,513,0.15848007414272475,0.6472042014210689
61,36.396217206536235,30.575452621423203,1.2080832157781796,4.612681369334868,649,2130,519,3298,0,0,519,0.15736810187992722,0.6458459672528806
62,36.52244897592381,30.688233517881258,1.2108749063861768,4.623340551656309,675,2142,525,3342,0,0,525,0.1570915619389587,0.6409335727109515
63,36.6328717080581,30.786902642129547,1.2133143344379977,4.632654731490538,684,2170,533,3387,0,0,533,0.1573664009447889,0.6406849719515796
64,36.68673089698634,30.835033241134923,1.2145032870634926,4.637194368787881,725,2179,527,3431,0,0,527,0.15359953366365492,0.6350918099679393
65,36.818360792939146,30.95267445579313,1.2174065982755895,4.648279738870433,749,2198,523,3470,0,0,523,0.15072046109510087,0.6334293948126801
66,36.747857076302154,30.88966129145533,1.2158519553455673,4.642343829501255,760,2218,525,3503,0,0,525,0.14987153868113046,0.6331715672280902
67,36.713514354419814,30.858968990832377,1.2150943207445652,4.639451042842884,770,2225,542,3537,0,0,542,0.15323720667232119,0.6290641786824993
68,36.47018570308689,30.641537377422807,1.2097194638170818,4.61892886184704,767,2233,567,3567,0,2,565,0.15895710681244743,0.6260162601626016
69,36.65984822656953,30.81100952405272,1.2139099193902814,4.634928783126525,741,2242,613,3596,0,7,606,0.17046718576195774,0.6234705228031145
70,36.91794909173624,31.041690299519434,1.2196008814034895,4.656657910813325,792,2258,568,3618,0,4,564,0.15699281370923163,0.6241017136539525
71,36.702270157276935,30.848920230376763,1.2148462112434304,4.638503715656735,809,2292,540,3641,0,3,537,0.14831090359791266,0.629497390826696
72,36.47619106051931,30.646902903436565,1.2098522590171714,4.619435898065559,806,2295,566,3667,0,10,556,0.15434960458140168,0.6258521952549768
73,36.429512466596776,30.605198532149075,1.2088198731872606,4.615494061260449,791,2304,598,3693,0,16,582,0.1619279718386136,0.6238830219333875
74,36.431388810706686,30.606874885965503,1.2088613806066604,4.615652544134517,813,2319,589,3721,0,24,565,0.15829078204783661,0.6232195646331631
